"","h16_g3","h16_g4","h16_g6","h16_eco9","h16_reg7","p1602_8aq1"
"10903",1,1964,4,783,3,300
"10904",2,1966,5,930,3,208
"10905",2,1991,7,NA,3,NA
"10906",2,1989,7,259,3,210
"10907",1,1993,5,910,3,200
"10908",2,1994,6,NA,3,NA
"10909",2,1943,4,NA,3,NA
"10910",1,1957,3,NA,3,NA
"10911",2,1963,4,930,3,173
"10912",1,1946,5,841,3,NA
"10913",2,1949,4,NA,3,NA
"10914",2,1977,6,422,3,NA
"10915",2,1944,4,NA,3,NA
"10916",1,1977,6,273,3,383
"10917",2,1980,7,259,3,NA
"10918",1,2009,3,NA,3,NA
"10919",1,2011,3,NA,3,NA
"10920",2,1969,5,521,3,110
"10921",2,1991,7,930,3,302
"10922",1,2009,3,NA,3,NA
"10923",2,1994,7,243,3,261
"10924",1,1979,7,399,2,350
"10925",2,1974,5,NA,2,NA
"10926",2,2007,4,NA,2,NA
"10927",1,1951,4,953,2,50
"10928",2,1953,4,953,2,50
"10929",1,1977,8,151,2,NA
"10930",2,1983,7,NA,2,NA
"10931",2,2015,1,NA,2,NA
"10932",2,2016,1,NA,2,NA
"10933",1,1976,5,864,2,310
"10934",2,1977,5,259,2,70
"10935",1,2010,3,NA,2,NA
"10936",1,1975,5,762,2,260
"10937",1,1970,5,873,2,NA
"10938",2,1973,6,259,2,90
"10939",2,2003,5,NA,2,NA
"10940",2,2004,5,NA,2,NA
"10941",2,1943,4,NA,4,NA
"10942",1,1948,3,521,4,NA
"10943",2,1949,3,521,4,NA
"10944",1,1953,5,NA,4,NA
"10945",2,1962,5,821,4,230
"10946",1,1985,7,863,4,443
"10947",1,1936,5,NA,4,NA
"10948",2,1939,2,NA,4,NA
"10949",1,1945,3,999,3,NA
"10950",1,1973,5,NA,3,NA
"10951",1,1975,4,NA,3,NA
"10952",1,1962,4,NA,3,NA
"10953",2,1959,3,NA,3,NA
"10954",2,1935,3,NA,3,NA
"10955",2,1945,2,NA,3,NA
"10956",1,1934,3,NA,3,NA
"10957",2,1940,2,NA,3,NA
"10958",1,1966,6,991,3,NA
"10959",2,1933,2,NA,3,NA
"10960",2,1933,2,NA,3,NA
"10961",1,1962,5,NA,3,NA
"10962",1,1957,3,941,3,80
"10963",2,1951,3,NA,2,NA
"10964",1,1943,7,NA,3,NA
"10965",2,1948,5,NA,3,NA
"10966",1,1949,3,NA,3,NA
"10967",2,1949,3,314,3,NA
"10968",1,1942,2,NA,3,NA
"10969",2,1947,3,NA,3,NA
"10970",1,1944,4,942,3,220
"10971",2,1952,3,NA,3,NA
"10972",2,1940,2,941,3,30
"10973",2,1939,4,NA,3,NA
"10974",2,1968,6,951,3,NA
"10975",2,1996,6,NA,3,NA
"10976",2,1974,7,399,2,208
"10977",2,1939,3,NA,2,NA
"10978",2,1937,2,NA,3,NA
"10979",1,1971,5,521,3,288
"10980",2,1976,5,421,3,121
"10981",1,2002,5,NA,3,NA
"10982",1,2003,5,NA,3,NA
"10983",1,1961,5,NA,2,NA
"10984",2,1938,3,NA,2,NA
"10985",1,1969,5,NA,3,NA
"10986",2,1964,5,951,3,20
"10987",1,1991,6,930,3,293
"10988",1,1991,6,822,3,293
"10989",2,1975,5,799,2,117
"10990",1,1972,5,NA,2,NA
"10991",1,2001,7,NA,2,NA
"10992",1,2007,4,NA,2,NA
"10993",2,2014,1,NA,2,NA
"10994",1,1973,6,152,2,NA
"10995",2,1973,6,399,2,220
"10996",2,2001,7,NA,2,NA
"10997",1,2002,5,NA,2,NA
"10998",1,1967,7,761,2,312
"10999",2,1970,6,NA,2,NA
"11000",2,1996,6,246,2,200
"11001",1,1956,3,873,2,NA
"11002",2,1957,3,NA,2,NA
"11003",1,1985,6,NA,2,NA
"11004",2,1983,6,222,2,375
"11005",1,1986,5,783,2,450
"11006",2,2015,1,NA,2,NA
"11007",1,1951,4,NA,2,NA
"11008",2,1953,4,NA,2,NA
"11009",1,1982,7,NA,2,NA
"11010",1,1937,5,NA,2,NA
"11011",2,1936,5,NA,2,NA
"11012",1,1969,4,NA,2,NA
"11013",2,1969,4,246,2,207
"11014",2,1998,6,254,2,200
"11015",1,1965,7,224,2,597
"11016",2,1964,5,873,2,NA
"11017",2,1991,9,285,2,418
"11018",1,1992,5,311,2,250
"11019",2,1975,5,259,2,93
"11020",1,2000,5,314,2,180
"11021",2,2004,5,NA,2,NA
"11022",2,2008,3,NA,2,NA
"11023",2,1939,3,NA,3,NA
"11024",1,1972,4,NA,3,NA
"11025",2,1957,3,991,3,NA
"11026",2,1936,2,NA,3,NA
"11027",2,1934,2,NA,3,NA
"11028",1,1939,4,NA,3,NA
"11029",2,1938,2,NA,4,NA
"11030",1,1939,5,NA,4,NA
"11031",2,1940,3,NA,4,NA
"11032",2,1953,3,NA,4,NA
"11033",1,1957,5,999,3,180
"11034",2,1951,2,NA,3,NA
"11035",2,1981,5,NA,3,NA
"11036",1,1942,5,999,4,27
"11037",2,1944,3,NA,4,NA
"11038",1,1974,7,135,3,1362
"11039",2,1978,7,NA,3,NA
"11040",1,2003,5,NA,3,NA
"11041",2,2004,5,NA,3,NA
"11042",1,1941,2,NA,3,NA
"11043",2,1944,2,NA,3,NA
"11044",2,1948,3,NA,3,NA
"11045",1,1948,4,NA,3,NA
"11046",2,1951,3,421,3,60
"11047",1,1962,5,873,3,214
"11048",2,1965,5,NA,3,NA
"11049",1,1990,6,235,3,349
"11050",2,1993,6,783,1,180
"11051",2,1943,3,NA,3,NA
"11052",1,1971,6,NA,3,NA
"11053",2,1952,3,941,3,173
"11054",1,1977,5,783,3,NA
"11055",2,1981,7,254,3,100
"11056",1,2009,3,NA,3,NA
"11057",1,2011,3,NA,3,NA
"11058",2,1948,3,NA,3,NA
"11059",2,1946,4,941,3,30
"11060",2,1965,5,NA,3,NA
"11061",1,1997,5,NA,3,NA
"11062",1,1991,6,521,2,239
"11063",2,1946,3,941,3,30
"11064",1,1932,7,NA,3,NA
"11065",2,1935,5,NA,3,NA
"11066",1,1972,6,NA,3,NA
"11067",2,1942,4,952,4,27
"11068",2,1947,3,NA,7,NA
"11069",2,1937,2,NA,7,NA
"11070",2,1950,3,941,7,175
"11071",1,1973,6,NA,7,NA
"11072",2,1937,2,NA,7,NA
"11073",1,1981,7,521,7,NA
"11074",2,1983,7,314,7,242
"11075",2,2010,3,NA,7,NA
"11076",1,2013,3,NA,7,NA
"11077",1,1968,5,NA,7,NA
"11078",2,1968,5,951,7,170
"11079",1,1999,7,NA,7,NA
"11080",1,1957,6,611,7,NA
"11081",2,1958,5,NA,7,NA
"11082",2,1985,7,NA,7,NA
"11083",1,1980,7,510,7,446
"11084",1,2014,1,NA,7,NA
"11085",1,1988,7,311,5,521
"11086",1,1963,7,922,2,363
"11087",2,1946,3,NA,2,NA
"11088",2,1931,5,NA,2,NA
"11089",1,1950,5,NA,2,NA
"11090",2,1950,5,NA,2,NA
"11091",1,1984,5,NA,7,NA
"11092",1,1938,3,611,7,NA
"11093",2,1942,3,611,7,NA
"11094",2,1930,3,941,7,27
"11095",2,1950,4,941,7,27
"11096",1,1946,5,941,7,27
"11097",1,1973,6,NA,7,NA
"11098",2,1965,5,442,7,130
"11099",1,1994,5,NA,7,NA
"11100",1,1957,7,312,7,NA
"11101",1,1959,5,611,7,NA
"11102",2,1932,2,NA,7,NA
"11103",2,1943,2,NA,7,NA
"11104",1,1962,6,441,7,275
"11105",2,1964,5,441,7,NA
"11106",1,2002,5,NA,7,NA
"11107",1,1992,7,NA,7,NA
"11108",2,1996,7,442,7,80
"11109",1,1941,2,941,7,27
"11110",2,1939,2,941,7,27
"11111",1,1977,6,111,7,425
"11112",2,1976,5,313,7,300
"11113",2,2005,4,NA,7,NA
"11114",2,2010,3,NA,7,NA
"11115",1,2011,3,NA,7,NA
"11116",1,1972,5,432,7,NA
"11117",2,1977,6,432,7,NA
"11118",1,2002,5,NA,7,NA
"11119",2,2004,5,NA,7,NA
"11120",2,1962,5,441,7,NA
"11121",2,1965,5,NA,7,NA
"11122",2,1939,3,NA,7,NA
"11123",1,1960,4,942,7,363
"11124",2,1923,2,NA,7,NA
"11125",2,1950,3,NA,1,NA
"11126",2,1959,7,421,1,79
"11127",1,1983,5,910,1,352
"11128",1,1986,6,399,1,250
"11129",2,1939,4,NA,1,NA
"11130",1,1983,5,521,1,222
"11131",1,1950,5,NA,1,NA
"11132",2,1959,3,NA,1,NA
"11133",2,1955,4,442,7,NA
"11134",2,1981,6,NA,7,NA
"11135",1,1982,7,952,7,273
"11136",2,1988,6,313,7,190
"11137",1,1981,5,233,2,390
"11138",2,1980,5,NA,2,NA
"11139",1,2006,4,NA,2,NA
"11140",2,2008,3,NA,2,NA
"11141",2,1937,3,941,2,27
"11142",2,1946,3,NA,2,NA
"11143",1,1969,5,930,2,220
"11144",2,1973,5,NA,2,NA
"11145",1,2002,5,NA,2,NA
"11146",2,2004,5,NA,2,NA
"11147",2,1944,5,NA,2,NA
"11148",1,1970,5,151,2,510
"11149",2,1969,5,NA,2,NA
"11150",2,1996,7,313,2,263
"11151",1,2001,6,NA,2,NA
"11152",1,1968,3,910,7,NA
"11153",1,1942,5,NA,7,NA
"11154",2,1949,3,NA,7,NA
"11155",1,1996,5,NA,7,NA
"11156",1,1998,6,NA,7,NA
"11157",2,1939,3,NA,7,NA
"11158",2,1940,4,NA,7,NA
"11159",2,1936,5,NA,7,NA
"11160",1,1941,7,NA,7,NA
"11161",2,1942,4,NA,7,NA
"11162",1,1937,6,259,7,27
"11163",2,1939,4,NA,7,NA
"11164",1,1939,5,NA,7,NA
"11165",2,1943,3,NA,7,NA
"11166",1,1941,4,992,7,27
"11167",2,1945,4,NA,7,NA
"11168",2,1940,2,NA,7,NA
"11169",1,1964,4,NA,7,NA
"11170",1,1942,3,NA,7,NA
"11171",2,1948,3,NA,7,NA
"11172",2,1946,6,NA,7,NA
"11173",2,1948,4,951,7,27
"11174",1,1945,5,611,7,NA
"11175",2,1950,4,611,7,NA
"11176",1,1929,2,NA,7,NA
"11177",2,1933,2,NA,7,NA
"11178",1,1937,3,611,7,NA
"11179",2,1936,3,NA,7,NA
"11180",2,1944,3,NA,7,NA
"11181",1,1955,5,611,7,NA
"11182",2,1959,5,NA,7,NA
"11183",1,1963,5,521,7,NA
"11184",2,1965,5,NA,7,NA
"11185",2,1994,7,NA,7,NA
"11186",2,1933,3,NA,7,NA
"11187",2,1933,5,NA,7,NA
"11188",1,1940,3,611,7,NA
"11189",2,1941,3,611,7,NA
"11190",1,1956,3,613,7,NA
"11191",2,1995,7,999,5,346
"11192",2,1933,3,NA,7,NA
"11193",2,1934,2,NA,7,NA
"11194",1,1950,7,NA,7,NA
"11195",2,1949,5,NA,7,NA
"11196",2,1944,2,NA,7,NA
"11197",1,1976,6,875,7,NA
"11198",2,1977,6,NA,7,NA
"11199",1,2000,7,NA,7,NA
"11200",2,2008,3,NA,7,NA
"11201",2,1963,5,442,7,NA
"11202",1,2000,7,NA,7,NA
"11203",2,1970,4,NA,7,NA
"11204",1,1946,4,254,7,40
"11205",2,1949,4,NA,7,NA
"11206",1,1960,3,NA,7,NA
"11207",2,1959,5,611,7,NA
"11208",1,1941,5,611,7,NA
"11209",2,1945,3,611,7,NA
"11210",1,1971,5,NA,7,NA
"11211",1,1974,5,771,2,340
"11212",1,1943,3,NA,1,NA
"11213",2,1950,3,NA,1,NA
"11214",1,1949,3,941,1,153
"11215",2,1956,3,312,1,29
"11216",2,1955,6,NA,1,NA
"11217",1,1974,5,781,2,NA
"11218",2,1983,5,NA,2,NA
"11219",2,2007,4,NA,2,NA
"11220",2,2009,3,NA,2,NA
"11221",2,1938,4,NA,2,NA
"11222",1,1976,6,151,2,372
"11223",2,1979,6,247,2,230
"11224",1,2006,4,NA,2,NA
"11225",1,2009,3,NA,2,NA
"11226",1,1943,5,NA,2,NA
"11227",1,1940,4,941,2,27
"11228",2,1942,2,NA,2,NA
"11229",1,1936,3,NA,2,NA
"11230",2,1940,2,NA,2,NA
"11231",2,1946,4,941,2,125
"11232",1,1958,5,532,2,NA
"11233",2,1963,8,312,2,250
"11234",1,1991,6,892,2,NA
"11235",1,1948,7,NA,7,NA
"11236",2,1954,4,NA,7,NA
"11237",2,1942,2,NA,7,NA
"11238",2,1945,2,NA,7,NA
"11239",2,1937,2,NA,7,NA
"11240",2,1942,3,NA,7,NA
"11241",1,1943,3,NA,7,NA
"11242",2,1949,3,NA,7,NA
"11243",1,1946,5,421,7,50
"11244",2,1949,4,NA,7,NA
"11245",1,1958,4,NA,7,NA
"11246",1,1947,4,NA,7,NA
"11247",2,1953,3,NA,7,NA
"11248",2,1934,2,NA,7,NA
"11249",2,1939,2,941,7,27
"11250",1,1939,7,NA,7,NA
"11251",1,1940,3,NA,7,NA
"11252",2,1946,3,941,7,27
"11253",2,1942,4,952,7,27
"11254",1,1969,5,521,7,373
"11255",2,1971,4,NA,7,NA
"11256",1,1996,7,NA,7,NA
"11257",2,2000,5,NA,7,NA
"11258",1,1953,4,942,7,190
"11259",2,1960,4,NA,7,NA
"11260",1,1941,3,611,7,NA
"11261",2,1942,3,611,7,NA
"11262",1,1965,4,873,7,363
"11263",2,1972,5,429,7,110
"11264",2,1993,6,312,7,261
"11265",1,1994,6,782,7,261
"11266",1,1996,6,873,7,NA
"11267",1,1944,2,NA,7,NA
"11268",2,1948,2,NA,7,NA
"11269",2,1946,2,NA,7,NA
"11270",2,1940,4,NA,7,NA
"11271",1,1933,3,611,7,NA
"11272",2,1942,2,611,7,NA
"11273",1,1930,2,NA,7,NA
"11274",2,1939,2,NA,7,NA
"11275",1,1964,7,772,7,NA
"11276",2,1971,5,521,7,307
"11277",2,1997,6,NA,7,NA
"11278",2,1999,5,422,1,170
"11279",1,1936,2,941,7,27
"11280",2,1945,2,941,7,27
"11281",1,1955,3,873,7,NA
"11282",2,1957,5,999,7,190
"11283",1,1988,7,236,7,308
"11284",2,1991,7,247,7,208
"11285",1,1973,5,792,7,258
"11286",2,1975,5,153,7,150
"11287",1,2002,5,NA,7,NA
"11288",1,2004,5,NA,7,NA
"11289",2,2013,3,NA,7,NA
"11290",1,1967,5,151,7,NA
"11291",2,1970,5,313,7,308
"11292",2,1997,6,432,7,238
"11293",2,2004,5,NA,7,NA
"11294",1,2008,3,NA,7,NA
"11295",1,1965,6,873,7,NA
"11296",2,1956,5,NA,7,NA
"11297",1,1993,5,NA,7,NA
"11298",1,1991,7,NA,7,NA
"11299",1,1941,5,432,7,27
"11300",2,1948,5,421,7,27
"11301",1,1965,7,285,7,NA
"11302",2,1975,6,NA,7,NA
"11303",1,2000,7,314,7,60
"11304",1,2005,4,NA,7,NA
"11305",1,2011,3,NA,7,NA
"11306",1,1931,4,NA,7,NA
"11307",2,1932,3,NA,7,NA
"11308",1,1966,5,135,1,NA
"11309",2,1968,5,313,1,410
"11310",1,1994,7,232,1,457
"11311",1,1995,7,930,1,260
"11312",1,1997,7,930,1,260
"11313",1,1974,7,285,1,495
"11314",2,1974,7,NA,1,NA
"11315",1,2007,4,NA,1,NA
"11316",2,1942,3,NA,1,NA
"11317",1,1936,3,NA,1,NA
"11318",2,1937,3,NA,1,NA
"11319",1,1935,3,NA,2,NA
"11320",1,1976,7,313,2,343
"11321",2,1976,7,521,2,NA
"11322",1,2012,3,NA,2,NA
"11323",1,2014,1,NA,2,NA
"11324",2,1944,3,NA,2,NA
"11325",1,1940,5,NA,7,NA
"11326",2,1955,5,NA,7,NA
"11327",2,1965,3,NA,2,NA
"11328",2,1941,2,NA,2,NA
"11329",2,1949,3,NA,7,NA
"11330",1,1976,7,NA,7,NA
"11331",1,1929,4,NA,7,NA
"11332",2,1933,3,NA,7,NA
"11333",1,1940,4,NA,7,NA
"11334",2,1945,4,NA,7,NA
"11335",2,1943,3,421,7,27
"11336",1,1941,3,NA,7,NA
"11337",2,1942,3,NA,7,NA
"11338",1,1957,3,NA,7,NA
"11339",1,1980,6,231,7,320
"11340",2,1983,6,313,7,73
"11341",1,2010,3,NA,7,NA
"11342",1,2012,3,NA,7,NA
"11343",1,1937,2,NA,7,NA
"11344",2,1940,2,NA,7,NA
"11345",1,1972,4,864,7,180
"11346",1,1931,5,NA,7,NA
"11347",2,1938,5,NA,7,NA
"11348",2,1950,3,611,7,NA
"11349",1,1942,7,248,7,NA
"11350",2,1944,3,NA,7,NA
"11351",1,1938,2,NA,7,NA
"11352",2,1940,3,611,7,NA
"11353",1,1936,3,611,7,NA
"11354",2,1946,3,NA,7,NA
"11355",2,1945,3,611,7,NA
"11356",2,1959,4,NA,7,NA
"11357",1,1986,7,510,2,243
"11358",1,1969,5,930,7,302
"11359",2,1976,6,930,7,201
"11360",1,2008,3,NA,7,NA
"11361",2,2011,3,NA,7,NA
"11362",1,1965,5,761,7,NA
"11363",2,1971,5,NA,7,NA
"11364",1,2003,5,NA,7,NA
"11365",1,1975,6,761,7,352
"11366",2,1986,7,246,7,200
"11367",1,2014,1,NA,7,NA
"11368",2,2015,1,NA,7,NA
"11369",2,1949,3,611,7,NA
"11370",2,1937,3,NA,2,NA
"11371",2,1932,3,NA,2,NA
"11372",2,1938,3,NA,3,NA
"11373",2,1932,2,NA,3,NA
"11374",1,1966,4,NA,3,NA
"11375",2,1931,2,NA,3,NA
"11376",2,1934,3,NA,3,NA
"11377",2,1933,3,NA,3,NA
"11378",1,1977,4,854,3,468
"11379",2,1934,2,NA,3,NA
"11380",2,1959,4,421,3,63
"11381",2,1979,7,313,3,310
"11382",1,1978,5,NA,3,NA
"11383",1,1927,4,NA,3,NA
"11384",1,1965,5,NA,3,NA
"11385",2,1969,5,442,3,150
"11386",1,1995,5,NA,3,NA
"11387",1,1951,5,873,3,NA
"11388",2,1949,5,NA,3,NA
"11389",1,1950,4,NA,3,NA
"11390",2,1957,4,NA,3,NA
"11391",2,1954,3,941,3,30
"11392",1,1958,4,792,3,NA
"11393",2,1966,4,421,3,191
"11394",1,1983,7,312,3,456
"11395",1,1949,5,521,3,NA
"11396",1,1978,6,NA,3,NA
"11397",1,1959,5,854,3,330
"11398",2,1963,6,NA,3,NA
"11399",1,1994,7,NA,3,NA
"11400",2,1975,6,930,3,228
"11401",2,1998,6,247,3,198
"11402",2,2001,6,NA,3,NA
"11403",1,1949,3,NA,3,NA
"11404",2,1946,3,NA,3,NA
"11405",1,1940,4,NA,3,NA
"11406",2,1940,3,NA,3,NA
"11407",2,1940,3,NA,3,NA
"11408",2,1957,4,952,3,NA
"11409",1,1950,5,314,3,90
"11410",2,1953,5,NA,3,NA
"11411",2,1979,5,NA,3,NA
"11412",1,1951,7,271,3,275
"11413",2,1955,5,NA,3,NA
"11414",2,1933,4,NA,3,NA
"11415",1,1938,4,NA,3,NA
"11416",1,1951,4,611,3,NA
"11417",2,1952,4,NA,3,NA
"11418",2,1986,7,246,2,92
"11419",1,1988,7,1001,2,414
"11420",1,2019,1,NA,2,NA
"11421",1,1955,5,930,3,NA
"11422",2,1956,5,NA,3,NA
"11423",1,1987,6,411,3,383
"11424",2,1988,6,411,3,59
"11425",2,2019,1,NA,3,NA
"11426",1,1959,5,521,3,NA
"11427",2,1964,5,521,3,NA
"11428",1,1938,7,NA,3,NA
"11429",2,1938,3,NA,3,NA
"11430",1,1968,7,141,3,427
"11431",2,1971,7,NA,3,NA
"11432",2,1999,7,NA,3,NA
"11433",1,1955,5,873,3,NA
"11434",2,1960,5,NA,3,NA
"11435",1,1946,7,NA,3,NA
"11436",2,1948,5,NA,3,NA
"11437",1,1977,5,922,3,NA
"11438",2,1959,5,941,3,190
"11439",2,1941,3,NA,3,NA
"11440",1,1969,7,222,1,587
"11441",2,1942,4,NA,1,NA
"11442",1,1979,7,222,2,752
"11443",2,1979,6,NA,2,NA
"11444",2,2011,3,NA,2,NA
"11445",1,1963,5,910,2,NA
"11446",2,1967,5,521,2,202
"11447",2,2010,3,NA,2,NA
"11448",1,1939,4,NA,2,NA
"11449",2,1949,3,941,2,112
"11450",1,1947,5,873,2,NA
"11451",2,1941,5,NA,2,NA
"11452",1,1963,5,NA,2,NA
"11453",2,1937,3,NA,2,NA
"11454",1,1969,5,873,2,249
"11455",1,1934,5,NA,2,NA
"11456",2,1942,3,941,2,120
"11457",1,1942,5,942,2,150
"11458",2,1947,3,NA,2,NA
"11459",1,1972,6,761,3,150
"11460",2,1973,7,392,3,272
"11461",2,2000,6,952,3,NA
"11462",2,2003,5,NA,3,NA
"11463",2,1941,4,NA,3,NA
"11464",2,1936,3,999,3,27
"11465",1,1979,7,313,3,427
"11466",2,1979,5,NA,3,NA
"11467",2,2009,3,NA,3,NA
"11468",2,2013,3,NA,3,NA
"11469",1,1948,3,NA,3,NA
"11470",2,1952,3,NA,3,NA
"11471",2,1935,4,NA,3,NA
"11472",1,1957,6,881,3,248
"11473",2,1973,5,314,3,210
"11474",2,1998,5,521,3,36
"11475",2,1999,6,NA,3,NA
"11476",2,1953,3,NA,3,NA
"11477",1,1944,3,NA,3,NA
"11478",2,1945,2,NA,3,NA
"11479",2,1934,4,NA,3,NA
"11480",1,1957,7,611,7,NA
"11481",2,1958,6,611,7,NA
"11482",2,1986,7,259,3,403
"11483",1,1984,7,235,3,508
"11484",2,2015,1,NA,3,NA
"11485",2,2018,1,NA,3,NA
"11486",1,1989,7,NA,3,NA
"11487",2,1942,2,NA,3,NA
"11488",1,1975,4,NA,3,NA
"11489",2,1964,4,910,3,187
"11490",1,1952,4,743,3,NA
"11491",2,1959,4,NA,3,NA
"11492",1,1978,5,753,3,508
"11493",1,1952,4,783,3,209
"11494",2,1952,4,NA,3,NA
"11495",1,1946,3,941,3,27
"11496",2,1951,4,NA,3,NA
"11497",2,1947,3,NA,3,NA
"11498",1,1942,4,NA,3,NA
"11499",1,1954,5,873,3,NA
"11500",2,1956,5,NA,3,NA
"11501",2,1947,3,NA,3,NA
"11502",2,1944,3,NA,3,NA
"11503",2,1942,4,941,2,27
"11504",2,1938,3,NA,2,NA
"11505",1,1946,5,313,2,550
"11506",2,1937,5,941,2,27
"11507",2,1956,4,NA,2,NA
"11508",2,1951,3,NA,2,NA
"11509",2,1981,5,NA,2,NA
"11510",1,1980,4,NA,2,NA
"11511",2,2014,1,NA,2,NA
"11512",2,2017,1,NA,2,NA
"11513",1,1946,4,312,2,761
"11514",2,1946,3,NA,2,NA
"11515",1,1947,5,442,2,112
"11516",2,1950,5,941,2,27
"11517",1,1948,4,941,2,27
"11518",2,1950,4,NA,2,NA
"11519",1,1950,5,942,2,190
"11520",2,1952,4,NA,2,NA
"11521",2,1942,7,NA,2,NA
"11522",2,1937,3,NA,3,NA
"11523",1,1968,5,521,3,NA
"11524",2,1944,3,NA,3,NA
"11525",2,1977,6,243,3,346
"11526",2,1935,3,NA,3,NA
"11527",2,1936,3,NA,3,NA
"11528",1,1941,4,611,3,NA
"11529",2,1941,3,611,3,NA
"11530",1,1968,5,875,3,NA
"11531",1,1996,7,NA,3,NA
"11532",2,1998,7,442,3,66
"11533",1,1941,3,611,4,NA
"11534",2,1935,3,NA,4,NA
"11535",1,1976,6,792,4,360
"11536",2,1970,5,873,4,60
"11537",2,2006,4,NA,4,NA
"11538",2,1932,5,NA,1,NA
"11539",2,1952,3,NA,4,NA
"11540",2,1949,3,NA,4,NA
"11541",1,1955,5,611,4,NA
"11542",2,1960,5,611,4,NA
"11543",1,1968,7,521,3,NA
"11544",1,1946,4,NA,3,NA
"11545",2,1942,4,NA,3,NA
"11546",2,1961,6,611,3,208
"11547",1,1994,7,NA,3,NA
"11548",1,1960,4,941,3,120
"11549",2,1947,4,952,3,27
"11550",1,1946,3,NA,7,NA
"11551",2,1929,2,NA,7,NA
"11552",2,1953,4,941,3,12
"11553",1,1975,5,873,3,429
"11554",2,1937,2,NA,3,NA
"11555",1,1952,8,NA,2,NA
"11556",2,1964,4,952,2,250
"11557",2,1956,3,941,2,192
"11558",1,1990,7,NA,2,NA
"11559",1,1969,7,111,3,817
"11560",2,1968,8,245,3,20
"11561",1,2008,3,NA,3,NA
"11562",1,2010,3,NA,3,NA
"11563",2,2013,3,NA,3,NA
"11564",2,1976,8,245,2,169
"11565",1,1963,7,121,1,1000
"11566",2,1969,7,243,1,255
"11567",2,1992,7,259,1,300
"11568",2,1995,7,313,1,333
"11569",2,2002,7,NA,1,NA
"11570",1,1935,7,NA,2,NA
"11571",2,1970,5,441,2,64
"11572",1,1983,7,320,2,932
"11573",2,1983,6,NA,2,NA
"11574",2,2011,3,NA,2,NA
"11575",1,2013,3,NA,2,NA
"11576",1,1942,3,NA,1,NA
"11577",2,1950,3,NA,1,NA
"11578",2,1937,3,NA,4,NA
"11579",1,1968,5,751,4,NA
"11580",2,1969,5,510,4,250
"11581",1,2004,5,NA,4,NA
"11582",1,2006,4,NA,4,NA
"11583",1,2015,1,NA,4,NA
"11584",2,1938,2,NA,4,NA
"11585",1,1934,3,NA,4,NA
"11586",2,1935,3,NA,4,NA
"11587",1,1975,8,252,4,593
"11588",2,1979,8,252,4,254
"11589",1,2008,3,NA,4,NA
"11590",2,2014,1,NA,4,NA
"11591",2,1943,4,922,4,30
"11592",2,1953,4,421,4,78
"11593",1,1925,2,NA,4,NA
"11594",2,1947,3,NA,4,NA
"11595",1,1980,6,235,4,945
"11596",2,1982,6,NA,4,NA
"11597",2,2010,3,NA,4,NA
"11598",1,2018,1,NA,4,NA
"11599",2,1963,4,NA,4,NA
"11600",1,1956,5,910,2,NA
"11601",2,1961,5,952,2,170
"11602",2,1985,6,NA,2,NA
"11603",1,1989,6,236,2,540
"11604",2,2017,1,NA,2,NA
"11605",2,1950,4,941,7,27
"11606",1,1943,5,941,7,27
"11607",1,1952,5,873,7,655
"11608",2,1955,5,441,7,267
"11609",1,1982,7,873,7,560
"11610",2,1986,6,NA,7,NA
"11611",1,2015,1,NA,7,NA
"11612",2,2020,1,NA,7,NA
"11613",1,1951,4,611,7,NA
"11614",2,1961,5,611,7,NA
"11615",2,1942,2,NA,7,NA
"11616",1,1941,3,NA,7,NA
"11617",2,1941,3,941,7,27
"11618",1,1974,6,854,7,743
"11619",2,1983,7,NA,7,NA
"11620",2,2010,3,NA,7,NA
"11621",2,2013,3,NA,7,NA
"11622",1,1932,5,NA,7,NA
"11623",2,1947,2,941,7,27
"11624",1,1970,7,141,7,600
"11625",1,1973,5,854,7,360
"11626",2,1976,6,NA,7,NA
"11627",1,2001,7,NA,7,NA
"11628",1,2003,5,NA,7,NA
"11629",2,1936,2,NA,7,NA
"11630",1,1937,4,611,4,NA
"11631",2,1941,3,NA,4,NA
"11632",1,1938,3,611,4,NA
"11633",2,1942,3,NA,4,NA
"11634",2,1940,3,NA,4,NA
"11635",2,1945,4,NA,4,NA
"11636",1,1966,5,991,4,195
"11637",1,1933,3,NA,4,NA
"11638",2,1942,3,NA,4,NA
"11639",2,1942,2,NA,7,NA
"11640",2,1950,3,NA,4,NA
"11641",2,1936,2,NA,4,NA
"11642",1,1934,5,NA,4,NA
"11643",2,1936,3,NA,4,NA
"11644",2,1941,3,941,4,27
"11645",2,1954,4,NA,4,NA
"11646",2,1933,2,NA,7,NA
"11647",1,1952,2,NA,7,NA
"11648",2,1956,5,NA,7,NA
"11649",2,1981,7,NA,7,NA
"11650",2,1947,3,952,7,27
"11651",1,1972,5,431,7,208
"11652",2,1935,2,NA,7,NA
"11653",2,1973,5,521,7,NA
"11654",2,1996,6,442,7,273
"11655",2,1999,6,442,7,240
"11656",2,1954,7,NA,7,NA
"11657",2,1959,3,NA,7,NA
"11658",1,1947,3,611,7,NA
"11659",2,1949,3,941,7,27
"11660",2,1943,3,611,7,NA
"11661",1,1951,4,942,7,170
"11662",2,1954,4,NA,7,NA
"11663",2,1931,2,NA,7,NA
"11664",1,1937,2,611,7,NA
"11665",2,1944,3,999,7,27
